"year","zone","ratio"
"2004","S01002290","116.76"
"2005","S01002290","104.71"
"2006","S01002290","106.41"
"2007","S01002290","99.79"
"2008","S01002290","99.96"
"2009","S01002290","101.15"
"2010","S01002290","101.32"
"2011","S01002290","101.48"
"2012","S01002290","101.48"
"2003","S01002290","107.09"
"2004","S01002291","63.2"
"2005","S01002291","63.2"
"2006","S01002291","63.2"
"2007","S01002291","63.2"
"2008","S01002291","63.2"
"2009","S01002291","65.24"
"2010","S01002291","63.2"
"2011","S01002291","60.9"
"2012","S01002291","58.6"
"2003","S01002291","62.18"
"2004","S01002292","85.11"
"2005","S01002292","90.23"
"2006","S01002292","91.89"
"2007","S01002292","91.89"
"2008","S01002292","93.39"
"2009","S01002292","93.85"
"2010","S01002292","93.85"
"2011","S01002292",94
"2012","S01002292",94
"2003","S01002292","80.89"
"2004","S01002293","32.13"
"2005","S01002293","32.13"
"2006","S01002293","32.04"
"2007","S01002293","32.04"
"2008","S01002293","32.04"
"2009","S01002293","32.04"
"2010","S01002293","32.04"
"2011","S01002293","32.04"
"2012","S01002293","32.13"
"2003","S01002293","32.13"
"2004","S01002294","12.15"
"2005","S01002294","12.15"
"2006","S01002294","12.2"
"2007","S01002294","12.2"
"2008","S01002294","12.54"
"2009","S01002294","12.63"
"2010","S01002294","12.5"
"2011","S01002294","12.46"
"2012","S01002294","12.46"
"2003","S01002294","12.15"
"2004","S01002295","17.55"
"2005","S01002295","17.55"
"2006","S01002295","17.55"
"2007","S01002295","17.66"
"2008","S01002295","17.71"
"2009","S01002295","17.86"
"2010","S01002295","17.86"
"2011","S01002295","17.86"
"2012","S01002295","17.86"
"2003","S01002295","17.61"
"2004","S01002296","67.68"
"2005","S01002296","67.68"
"2006","S01002296","67.68"
"2007","S01002296","32.12"
"2008","S01002296","32.12"
"2009","S01002296","32.12"
"2010","S01002296","23.02"
"2011","S01002296","11.68"
"2012","S01002296","3.44"
"2003","S01002296","67.68"
"2004","S01002297","27.2"
"2005","S01002297","27.2"
"2006","S01002297","27.27"
"2007","S01002297","27.27"
"2008","S01002297","27.27"
"2009","S01002297","27.27"
"2010","S01002297","27.27"
"2011","S01002297","27.27"
"2012","S01002297","27.27"
"2003","S01002297","27.2"
"2004","S01002298","43.16"
"2005","S01002298","43.16"
"2006","S01002298","43.16"
"2007","S01002298","43.16"
"2008","S01002298",43
"2009","S01002298",43
"2010","S01002298",43
"2011","S01002298",43
"2012","S01002298",43
"2003","S01002298","43.16"
"2004","S01002299","2.9"
"2005","S01002299","2.9"
"2006","S01002299","2.9"
"2007","S01002299","2.9"
"2008","S01002299","2.9"
"2009","S01002299","2.9"
"2010","S01002299","2.91"
"2011","S01002299","2.91"
"2012","S01002299","2.91"
"2003","S01002299","2.9"
"2004","S01002300","22.18"
"2005","S01002300","22.18"
"2006","S01002300","22.18"
"2007","S01002300","22.18"
"2008","S01002300","22.18"
"2009","S01002300","22.18"
"2010","S01002300","22.18"
"2011","S01002300","22.18"
"2012","S01002300","22.18"
"2003","S01002300","22.06"
"2004","S01002301","22.17"
"2005","S01002301","22.17"
"2006","S01002301","22.17"
"2007","S01002301","25.59"
"2008","S01002301","34.89"
"2009","S01002301","43.84"
"2010","S01002301","47.31"
"2011","S01002301","54.2"
"2012","S01002301","55.9"
"2003","S01002301","22.17"
"2004","S01002302","28.26"
"2005","S01002302","28.26"
"2006","S01002302","26.32"
"2007","S01002302","29.89"
"2008","S01002302","29.89"
"2009","S01002302","29.04"
"2010","S01002302","29.04"
"2011","S01002302","29.04"
"2012","S01002302","29.04"
"2003","S01002302","28.26"
"2004","S01002303","36.9"
"2005","S01002303","36.9"
"2006","S01002303","36.9"
"2007","S01002303","36.9"
"2008","S01002303","36.9"
"2009","S01002303","36.9"
"2010","S01002303","36.9"
"2011","S01002303","36.9"
"2012","S01002303","36.9"
"2003","S01002303","36.9"
"2004","S01002304","52.43"
"2005","S01002304","58.52"
"2006","S01002304","62.76"
"2007","S01002304","62.83"
"2008","S01002304","65.14"
"2009","S01002304","68.19"
"2010","S01002304","68.32"
"2011","S01002304","68.45"
"2012","S01002304","68.32"
"2003","S01002304","42.37"
"2004","S01002305","91.15"
"2005","S01002305","91.15"
"2006","S01002305","91.15"
"2007","S01002305","91.15"
"2008","S01002305","91.33"
"2009","S01002305","91.33"
"2010","S01002305","91.15"
"2011","S01002305","91.15"
"2012","S01002305","91.15"
"2003","S01002305","90.96"
"2004","S01002306","50.5"
"2005","S01002306","50.5"
"2006","S01002306","50.63"
"2007","S01002306","50.5"
"2008","S01002306","50.63"
"2009","S01002306","50.63"
"2010","S01002306","50.63"
"2011","S01002306","50.5"
"2012","S01002306","50.77"
"2003","S01002306","40.8"
"2004","S01002307","48.41"
"2005","S01002307","52.13"
"2006","S01002307","52.58"
"2007","S01002307","56.9"
"2008","S01002307","59.28"
"2009","S01002307","54.51"
"2010","S01002307","55.48"
"2011","S01002307","56.67"
"2012","S01002307","59.95"
"2003","S01002307","41.18"
"2004","S01002308","39.49"
"2005","S01002308","39.49"
"2006","S01002308","39.49"
"2007","S01002308","39.57"
"2008","S01002308","39.65"
"2009","S01002308","40.59"
"2010","S01002308","40.99"
"2011","S01002308","40.99"
"2012","S01002308","40.99"
"2003","S01002308","39.49"
"2004","S01002309","43.98"
"2005","S01002309","43.98"
"2006","S01002309","43.76"
"2007","S01002309","43.76"
"2008","S01002309","43.87"
"2009","S01002309","43.87"
"2010","S01002309","43.87"
"2011","S01002309","45.72"
"2012","S01002309","47.25"
"2003","S01002309","43.98"
"2004","S01002310","72.37"
"2005","S01002310","72.51"
"2006","S01002310","72.51"
"2007","S01002310","69.78"
"2008","S01002310","84.66"
"2009","S01002310","85.21"
"2010","S01002310","85.62"
"2011","S01002310","86.03"
"2012","S01002310","86.3"
"2003","S01002310","72.37"
"2004","S01002311","6.24"
"2005","S01002311","6.52"
"2006","S01002311","6.98"
"2007","S01002311","7.91"
"2008","S01002311","8.48"
"2009","S01002311","8.74"
"2010","S01002311","8.77"
"2011","S01002311","9.08"
"2012","S01002311","9.15"
"2003","S01002311","6.28"
"2004","S01002312","39.49"
"2005","S01002312","39.49"
"2006","S01002312","39.49"
"2007","S01002312","39.49"
"2008","S01002312","39.49"
"2009","S01002312","39.49"
"2010","S01002312","39.49"
"2011","S01002312","39.49"
"2012","S01002312","39.49"
"2003","S01002312","39.49"
"2004","S01002313","25.77"
"2005","S01002313","25.86"
"2006","S01002313","25.86"
"2007","S01002313","25.86"
"2008","S01002313","25.77"
"2009","S01002313","25.77"
"2010","S01002313","25.77"
"2011","S01002313","25.77"
"2012","S01002313","25.77"
"2003","S01002313","25.77"
"2004","S01002314","18.44"
"2005","S01002314","18.44"
"2006","S01002314","18.4"
"2007","S01002314","18.44"
"2008","S01002314","18.44"
"2009","S01002314","18.44"
"2010","S01002314","18.77"
"2011","S01002314","18.77"
"2012","S01002314","18.77"
"2003","S01002314","18.48"
"2004","S01002315","27.12"
"2005","S01002315","27.12"
"2006","S01002315","27.12"
"2007","S01002315","27.12"
"2008","S01002315","27.35"
"2009","S01002315","27.35"
"2010","S01002315","27.35"
"2011","S01002315","27.35"
"2012","S01002315","27.35"
"2003","S01002315","26.89"
"2004","S01002316","15.53"
"2005","S01002316","15.53"
"2006","S01002316","15.47"
"2007","S01002316","15.47"
"2008","S01002316","15.47"
"2009","S01002316","15.47"
"2010","S01002316","15.42"
"2011","S01002316","15.42"
"2012","S01002316","15.31"
"2003","S01002316","15.53"
"2004","S01002317","3.59"
"2005","S01002317","3.95"
"2006","S01002317","4.63"
"2007","S01002317","5.33"
"2008","S01002317","6.01"
"2009","S01002317","6.34"
"2010","S01002317","7.51"
"2011","S01002317","7.7"
"2012","S01002317","7.73"
"2003","S01002317","3.39"
"2004","S01002318","52.43"
"2005","S01002318","54.11"
"2006","S01002318","57.79"
"2007","S01002318","60.02"
"2008","S01002318","60.02"
"2009","S01002318","60.02"
"2010","S01002318","60.02"
"2011","S01002318","60.13"
"2012","S01002318","60.13"
"2003","S01002318","52.54"
"2004","S01002319","36.45"
"2005","S01002319","36.45"
"2006","S01002319","36.51"
"2007","S01002319","36.45"
"2008","S01002319","36.51"
"2009","S01002319","36.51"
"2010","S01002319","36.51"
"2011","S01002319","36.51"
"2012","S01002319","36.51"
"2003","S01002319","36.45"
"2004","S01002320","30.86"
"2005","S01002320","30.96"
"2006","S01002320","30.96"
"2007","S01002320","30.96"
"2008","S01002320","31.16"
"2009","S01002320","31.16"
"2010","S01002320","31.16"
"2011","S01002320","31.16"
"2012","S01002320","32.08"
"2003","S01002320","30.86"
"2004","S01002321","68.34"
"2005","S01002321","68.34"
"2006","S01002321","68.34"
"2007","S01002321","68.34"
"2008","S01002321","68.34"
"2009","S01002321","68.34"
"2010","S01002321","68.34"
"2011","S01002321","68.34"
"2012","S01002321","68.34"
"2003","S01002321","68.34"
"2004","S01002322","37.96"
"2005","S01002322","37.96"
"2006","S01002322","37.96"
"2007","S01002322","37.96"
"2008","S01002322","37.96"
"2009","S01002322","37.96"
"2010","S01002322","37.86"
"2011","S01002322","37.86"
"2012","S01002322","37.67"
"2003","S01002322","37.77"
"2004","S01002323","49.7"
"2005","S01002323","49.7"
"2006","S01002323","49.82"
"2007","S01002323","49.95"
"2008","S01002323","51.59"
"2009","S01002323","51.72"
"2010","S01002323","51.84"
"2011","S01002323","51.84"
"2012","S01002323","51.84"
"2003","S01002323","49.7"
"2004","S01002324","22.15"
"2005","S01002324","22.15"
"2006","S01002324","22.15"
"2007","S01002324","20.83"
"2008","S01002324","21.36"
"2009","S01002324","21.62"
"2010","S01002324","21.62"
"2011","S01002324","25.1"
"2012","S01002324","25.2"
"2003","S01002324","22.15"
"2004","S01002325","1.46"
"2005","S01002325","1.46"
"2006","S01002325","1.91"
"2007","S01002325","2.52"
"2008","S01002325","3.39"
"2009","S01002325","3.62"
"2010","S01002325","4.01"
"2011","S01002325","3.8"
"2012","S01002325","3.95"
"2003","S01002325","1.17"
"2004","S01002326","42.5"
"2005","S01002326","45.93"
"2006","S01002326","46.81"
"2007","S01002326","46.97"
"2008","S01002326","46.17"
"2009","S01002326","49.12"
"2010","S01002326","49.12"
"2011","S01002326","49.12"
"2012","S01002326","49.04"
"2003","S01002326","42.34"
"2004","S01002327","0.19"
"2005","S01002327","0.19"
"2006","S01002327","0.19"
"2007","S01002327","0.2"
"2008","S01002327","0.2"
"2009","S01002327","0.2"
"2010","S01002327","0.2"
"2011","S01002327","0.2"
"2012","S01002327","0.2"
"2003","S01002327","0.18"
"2004","S01002328","26.69"
"2005","S01002328","26.69"
"2006","S01002328","26.69"
"2007","S01002328","26.61"
"2008","S01002328","26.69"
"2009","S01002328","26.69"
"2010","S01002328","26.69"
"2011","S01002328","26.69"
"2012","S01002328","26.69"
"2003","S01002328","26.69"
"2004","S01002329","23.48"
"2005","S01002329","23.48"
"2006","S01002329","23.48"
"2007","S01002329","23.48"
"2008","S01002329","23.48"
"2009","S01002329","23.48"
"2010","S01002329","23.48"
"2011","S01002329","23.48"
"2012","S01002329","23.48"
"2003","S01002329","23.48"
"2004","S01002330","19.76"
"2005","S01002330","19.82"
"2006","S01002330","19.82"
"2007","S01002330","19.76"
"2008","S01002330","19.82"
"2009","S01002330","19.82"
"2010","S01002330","19.7"
"2011","S01002330","19.7"
"2012","S01002330","19.7"
"2003","S01002330","19.76"
"2004","S01002331","32.29"
"2005","S01002331","32.29"
"2006","S01002331","32.29"
"2007","S01002331","32.29"
"2008","S01002331","32.29"
"2009","S01002331","32.51"
"2010","S01002331","32.51"
"2011","S01002331","32.51"
"2012","S01002331","32.51"
"2003","S01002331","32.29"
"2004","S01002332","16.48"
"2005","S01002332","16.48"
"2006","S01002332","16.48"
"2007","S01002332","19.97"
"2008","S01002332","20.04"
"2009","S01002332","20.04"
"2010","S01002332","20.04"
"2011","S01002332","20.04"
"2012","S01002332","20.04"
"2003","S01002332","16.48"
"2004","S01002333","24.16"
"2005","S01002333","24.16"
"2006","S01002333","24.16"
"2007","S01002333","24.08"
"2008","S01002333","24.16"
"2009","S01002333","24.16"
"2010","S01002333","24.16"
"2011","S01002333","24.16"
"2012","S01002333","24.16"
"2003","S01002333","24.16"
"2004","S01002334","7.7"
"2005","S01002334","7.82"
"2006","S01002334","8.23"
"2007","S01002334","8.25"
"2008","S01002334","8.23"
"2009","S01002334","8.19"
"2010","S01002334","8.17"
"2011","S01002334","8.17"
"2012","S01002334","8.15"
"2003","S01002334","7.64"
"2004","S01002335","13.55"
"2005","S01002335","13.68"
"2006","S01002335","13.68"
"2007","S01002335","12.09"
"2008","S01002335","12.12"
"2009","S01002335","12.07"
"2010","S01002335","12.09"
"2011","S01002335","12.04"
"2012","S01002335","12.04"
"2003","S01002335","13.52"
"2004","S01002336","17.93"
"2005","S01002336","17.93"
"2006","S01002336","17.93"
"2007","S01002336","17.93"
"2008","S01002336","18.17"
"2009","S01002336","20.17"
"2010","S01002336","20.42"
"2011","S01002336","20.42"
"2012","S01002336","20.42"
"2003","S01002336","17.93"
"2004","S01002337","4.77"
"2005","S01002337","4.77"
"2006","S01002337","4.77"
"2007","S01002337","4.77"
"2008","S01002337","4.77"
"2009","S01002337","4.77"
"2010","S01002337","4.77"
"2011","S01002337","4.78"
"2012","S01002337","4.78"
"2003","S01002337","4.77"
"2004","S01002338","12.52"
"2005","S01002338","12.52"
"2006","S01002338","12.52"
"2007","S01002338","12.52"
"2008","S01002338","12.52"
"2009","S01002338","12.52"
"2010","S01002338","12.52"
"2011","S01002338","12.57"
"2012","S01002338","12.57"
"2003","S01002338","12.52"
